name,company,year,Price,driven,fuel_type
Maruti Suzuki Dzire,Maruti,2009,210000.00,42000.00,P
Hyundai i20 Asta,Hyundai,2014,425000.00,31000.00,P
Maruti Suzuki Swift Select Variant,Maruti,2008,162000.00,60000.00,D
Tata Indica V2 DLX BS III,Tata,2005,60000.00,80000.00,D
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,650000.00,77000.00,D
Toyota Innova 2.5 E 8 STR,Toyota,2012,750000.00,75000.00,D
Mahindra Xylo E8,Mahindra,2010,375000.00,40000.00,D
Hyundai i20 Magna 1.2,Hyundai,2011,230000.00,47000.00,P
Maruti Suzuki Omni,Maruti,2000,35999.00,60000.00,P
Mahindra KUV100,Mahindra,2016,380000.00,26500.00,P
Mahindra KUV100 K8 6 STR,Mahindra,2019,560000.00,2875.00,P
Datsun Go Plus,Datsun,2016,285000.00,13900.00,P
Ford Endeavor 4x4 Thunder Plus,Ford,2019,2900000.00,9000.00,D
Tata Indica V2,Tata,2005,39999.00,80000.00,D
Hyundai Santro Xing GL,Hyundai,2006,85000.00,60000.00,P
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,395000.00,20000.00,P
Maruti Suzuki Swift Select Variant,Maruti,2008,175000.00,58000.00,D
Maruti Suzuki Alto 800 Lx,Maruti,2019,400000.00,1500.00,P
Toyota Innova 2.5 Z D 7 Seater,Toyota,2011,750000.00,75000.00,D
Maruti Suzuki Alto 800,Maruti,2016,250000.00,2450.00,P
Maruti Suzuki Alto AX,Maruti,2019,425000.00,1625.00,P
Volkswagen Polo Highline1.2L P,Volkswagen,2017,525000.00,45000.00,P
Mahindra Logan,Mahindra,2009,130000.00,65000.00,D
Maruti Suzuki 800 Std BS III,Maruti,2000,30000.00,33400.00,P
Mahindra Scorpio,Mahindra,2011,475000.00,60123.00,D
Chevrolet Sail 1.2 LS,Chevrolet,2013,300000.00,28000.00,P
Hyundai Santro AE GLS Audio,Hyundai,2003,60000.00,70000.00,P
Maruti Suzuki Wagon R VXi Minor,Maruti,2006,100000.00,7000.00,P
Hyundai Eon,Hyundai,2018,260000.00,25000.00,P
Tata Manza,Tata,2015,100000.00,100000.00,D
Toyota Etios G,Toyota,2013,265000.00,42000.00,P
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,115000.00,20000.00,P
Toyota Qualis,Toyota,2003,180000.00,100000.00,D
Hyundai Santro Xing,Hyundai,2004,45000.00,137495.00,P
Tata Indica eV2 LS,Tata,2016,50500.00,91200.00,D
Honda City 1.5 S MT,Honda,2009,270000.00,55000.00,P
Tata Zest XE 75 PS D,Tata,2017,290000.00,120000.00,D
Mahindra Quanto C4,Mahindra,2013,325000.00,63000.00,D
Tata Indigo eCS LX CR4 BS IV,Tata,2016,160000.00,104000.00,D
Maruti Suzuki Swift Dzire,Maruti,2016,350000.00,146000.00,D
Hyundai Elite i20,Hyundai,2011,290000.00,40000.00,P
Hyundai i20 Select Variant,Hyundai,2011,290000.00,40000.00,P
Chevrolet Tavera Neo,Chevrolet,2007,465000.00,100800.00,D
Maruti Suzuki Dzire,Maruti,2016,325000.00,150000.00,D
Hyundai Elite i20,Hyundai,2018,510000.00,2100.00,P
Honda City VX P,Honda,2016,860000.00,95000.00,P
Maruti Suzuki Dzire,Maruti,2016,450000.00,2500.00,D
Hyundai Getz,Hyundai,2006,125000.00,80000.00,P
Mercedes Benz C Class 200 K MT,Mercedes,2006,500001.00,15000.00,P
Maruti Suzuki Alto LXi BS III,Maruti,2005,95000.00,65000.00,P
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,250000.00,51000.00,D
Skoda Fabia,Skoda,2009,110000.00,45000.00,P
Maruti Suzuki Ritz VXI ABS,Maruti,2011,270000.00,50000.00,P
Tata Indica V2 DLE BS III,Tata,2009,110000.00,30000.00,D
Toyota Corolla Altis,Toyota,2009,300000.00,132000.00,P
Tata Zest XM D,Tata,2018,260000.00,27000.00,D
Mahindra Quanto C8,Mahindra,2013,390000.00,40000.00,D
